method,k,operator,f1,micro_f1,macro_f1,recall,micro_recall,macro_recall,precision,micro_precision,macro_precision
TgGIN,3,L1,0.24966991827510848,0.36572890025575444,0.26300430489113247,0.5652173913043478,0.5652173913043478,0.6034547152194211,0.2726905364983773,0.27032136105860116,0.311418669547214
TgGIN,4,L1,0.2997241359013869,0.3798260869565217,0.3268466468245169,0.7193675889328063,0.7193675889328063,0.8,0.19038581757411377,0.2580340264650284,0.2064272211720227
TgGIN,5,L1,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgGIN,1,L2,0.06478758957550049,0.1972049689440994,0.07743902439024389,0.1673254281949934,0.1673254281949934,0.2,0.040170754973089154,0.24007561436672967,0.04801512287334593
TgGIN,2,L2,0.1223722932954699,0.2707760044028618,0.15089581451370068,0.3241106719367589,0.3241106719367589,0.4,0.07544002530441257,0.23251417769376181,0.09300567107750472
TgGIN,3,L2,0.2358554456802241,0.35805626598465473,0.24990008193902075,0.5533596837944664,0.5533596837944664,0.6,0.15084518232377195,0.2646502835538752,0.15879017013232516
TgGIN,4,L2,0.2997241359013869,0.3798260869565217,0.3268466468245169,0.7193675889328063,0.7193675889328063,0.8,0.19038581757411377,0.2580340264650284,0.2064272211720227
TgGIN,5,L2,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
GCRN,1,sigmoid,0.2010394958413229,0.23291925465838506,0.2130581091022404,0.1976284584980237,0.1976284584980237,0.22333568116001615,0.33267975501556096,0.2835538752362949,0.3220058115400581
GCRN,2,sigmoid,0.3278087827798746,0.3368189323059989,0.3238205025851949,0.4031620553359684,0.4031620553359684,0.4261743140605268,0.3212812150594914,0.2892249527410208,0.304436823129042
GCRN,3,sigmoid,0.42039789935871275,0.41602728047740833,0.40100822655138957,0.6429512516469038,0.6429512516469038,0.634539591287483,0.3255659319812377,0.3074984247006931,0.3064223911692974
GCRN,4,sigmoid,0.44187540529427116,0.43617391304347825,0.42167137734794713,0.8260869565217391,0.8260869565217391,0.8060871101508564,0.30517966242709244,0.29631379962192816,0.28924020299590913
GCRN,5,sigmoid,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
